ID,EPC,VARIANCE,DESCRIPTION,METHOD,BESTIMATE,FASTIMATE
2212143,51.6,8.74,almost rollish,MCG,51.8,52
2212233,51.25,8.64,almost rollish,MCG,51.3,52
2212323,51.54,8.78,almost rollish,MCG,51.6,52
2212413,52.52,9.08,almost rollish,MCG,52.6,52
2212503,54.15,9.23,almost rollish,MCG,54.2,53.2
2213043,53.22,8.89,almost pippish,MCG,53.3,53.7
2213133,52.21,8.86,almost pippish,MCG,52.3,52.5
2213223,52.04,8.93,almost pippish,MCG,52.1,52.5
2213313,52.84,9.12,almost pippish,MCG,52.8,52.5
2213403,54.34,9.26,almost pippish,MCG,54.3,53.7
2214033,54,9.16,almost pippish,MCG,54.1,54.2
2214123,53.23,9.29,almost pippish,MCG,53.3,53
2214213,53.56,9.43,almost pippish,MCG,53.6,53
2214303,54.91,9.51,almost pippish,MCG,54.8,54.2
2215023,55.17,9.58,almost pippish,MCG,55.2,54.7
2215113,54.83,9.79,almost pippish,MCG,54.9,53.5
2215203,55.86,9.87,almost pippish,MCG,55.7,54.7
2216013,56.77,10.01,pippish,low checkers,52.5,55.2
2216103,57.12,10.13,pippish,low checkers,53.5,55.2
2217003,58.8,10.31,pippish,low checkers,54.0,56.9
2220063,53.53,8.97,almost rollish,MCG,53.7,54.4
2220153,52.47,8.75,almost rollish,MCG,52.6,53.2
2220243,52.12,8.55,almost rollish,MCG,52.1,53.2
2220333,52.2,8.5,almost rollish,MCG,52.0,53.2
2220423,52.61,8.76,almost rollish,MCG,52.6,53.2
2220513,53.62,9.11,almost rollish,MCG,53.6,53.2
2220603,55.24,9.39,almost rollish,MCG,55.2,54.4
2221053,53.07,9,almost rollish,MCG,53.4,53.7
2221143,51.96,8.85,almost rollish,MCG,52.3,52.5
2221233,51.59,8.74,almost rollish,MCG,51.8,52.5
2221323,51.9,8.87,almost rollish,MCG,52.0,52.5
2221413,52.89,9.16,almost rollish,MCG,53.1,52.5
2221503,54.53,9.3,almost rollish,MCG,54.6,53.7
2222043,53.21,8.95,almost pippish,MCG,53.3,54.2
2222133,52.14,8.93,almost pippish,MCG,52.3,53
2222223,51.94,9.03,almost pippish,MCG,51.7,53
2222313,52.82,9.2,almost pippish,MCG,52.8,53
2222403,54.38,9.28,almost pippish,MCG,54.3,54.2
2223033,53.83,9.07,almost pippish,MCG,53.8,54.7
2223123,53.02,9.26,almost pippish,MCG,53.0,53.5
2223213,53.39,9.42,almost pippish,MCG,53.3,53.5
2223303,54.8,9.45,almost pippish,MCG,54.5,54.7
2224023,54.88,9.5,almost pippish,MCG,54.8,55.2
2224113,54.58,9.73,almost pippish,MCG,54.6,54
2224203,55.66,9.82,almost pippish,MCG,55.3,55.2
2225013,56.44,9.95,pippish,low checkers,53.5,55.7
2225103,56.84,10.06,pippish,low checkers,54.5,55.7
2226003,58.44,10.21,pippish,low checkers,55.0,57.4
2230053,54.23,9.08,almost rollish,MCG,54.6,55.4
2230143,53.34,8.9,almost rollish,MCG,53.5,54.2
2230233,53.06,8.79,almost rollish,MCG,53.0,54.2
2230323,53.33,8.93,almost rollish,MCG,53.2,54.2
2230413,54.23,9.25,almost rollish,MCG,54.3,54.2
2230503,55.75,9.52,almost rollish,MCG,55.8,55.4
2231043,53.9,9.05,almost pippish,MCG,54.3,54.7
2231133,52.98,9.1,almost pippish,MCG,53.2,53.5
2231223,52.84,9.22,almost pippish,MCG,53.0,53.5
2231313,53.67,9.4,almost pippish,MCG,53.7,53.5
2231403,55.18,9.51,almost pippish,MCG,55.3,54.7
2232033,54.11,9.12,almost pippish,MCG,54.2,55.2
2232123,53.39,9.43,almost pippish,MCG,53.5,54
2232213,53.82,9.65,almost pippish,MCG,53.7,54
2232303,55.23,9.65,almost pippish,MCG,55.0,55.2
2233023,54.98,9.45,almost pippish,MCG,55.0,55.7
2233113,54.82,9.85,almost pippish,MCG,54.7,54.5
2233203,55.92,9.93,almost pippish,MCG,55.5,55.7
2234013,56.45,9.96,pippish,low checkers,54.5,56.2
2234103,57.01,10.16,pippish,low checkers,55.5,56.2
2235003,58.47,10.27,pippish,low checkers,56.0,57.9
2240043,55.26,9.29,almost pippish,MCG,55.4,56.4
2240133,54.54,9.3,almost pippish,MCG,54.7,55.2
2240223,54.48,9.42,almost pippish,MCG,54.4,55.2
2240313,55.19,9.61,almost pippish,MCG,55.2,55.2
2240403,56.57,9.8,almost pippish,MCG,56.4,56.4
2241033,55.03,9.37,almost pippish,MCG,55.4,55.7
2241123,54.48,9.71,almost pippish,MCG,54.7,54.5
2241213,54.9,9.93,almost pippish,MCG,54.9,54.5
2241303,56.24,9.94,almost pippish,MCG,56.2,55.7
2242023,55.52,9.65,almost pippish,MCG,55.7,56.2
2242113,55.48,10.15,almost pippish,MCG,55.4,55
2242203,56.61,10.24,almost pippish,MCG,56.2,56.2
2243013,56.86,10.12,pippish,low checkers,55.5,56.7
2243103,57.59,10.42,pippish,low checkers,56.5,56.7
2244003,58.87,10.49,pippish,low checkers,57.0,58.4
2250033,56.62,9.69,almost pippish,MCG,57.0,57.4
2250123,56.23,9.93,almost pippish,MCG,56.2,56.2
2250213,56.58,10.1,almost pippish,MCG,56.5,56.2
2250303,57.72,10.14,almost pippish,MCG,57.7,57.4
2251023,56.69,9.97,almost pippish,MCG,57.0,56.7
2251113,56.72,10.41,almost pippish,MCG,56.7,55.5
2251203,57.72,10.46,almost pippish,MCG,57.5,56.7
2252013,57.68,10.4,pippish,low checkers,56.5,57.2
2252103,58.48,10.7,pippish,low checkers,57.5,57.2
2253003,59.65,10.74,pippish,low checkers,58.0,58.9
2260023,58.44,10.27,almost pippish,MCG,58.4,58.4
2260113,58.5,10.56,almost pippish,MCG,58.2,57.2
2260203,59.25,10.57,almost pippish,MCG,58.9,58.4
2261013,59,10.66,pippish,low checkers,57.5,57.7
2261103,59.65,10.88,pippish,low checkers,58.5,57.7
2262003,60.66,10.98,pippish,low checkers,59.0,59.4
2270013,60.79,10.86,pippish,low checkers,58.5,59.4
2270103,61.23,10.97,pippish,low checkers,59.5,59.4
2271003,61.91,11.14,pippish,low checkers,60.0,59.9
2280003,63.53,11.23,pippish,low checkers,61.0,61.6
2300073,54.63,9.36,almost rollish,MCG,55.1,55.6
2300163,54.01,9.27,almost rollish,MCG,54.0,54.4
2300253,53.73,9.15,almost rollish,MCG,53.5,54.4
2300343,53.71,9.12,almost rollish,MCG,53.4,54.4
2300433,53.91,9.16,almost rollish,MCG,53.7,54.4
2300523,54.39,9.32,almost rollish,MCG,54.2,54.4
2300613,55.32,9.55,almost rollish,MCG,55.3,54.4
2300703,56.85,9.78,almost rollish,MCG,56.8,55.6
2301063,54.19,9.24,almost rollish,MCG,54.8,54.9
2301153,53.47,9.16,almost rollish,MCG,53.7,53.7
2301243,53.26,9.06,almost rollish,MCG,53.2,53.7
2301333,53.35,9.07,almost rollish,MCG,53.1,53.7
2301423,53.74,9.24,almost rollish,MCG,53.7,53.7
2301513,54.61,9.45,almost rollish,MCG,54.7,53.7
2301603,56.07,9.64,almost rollish,MCG,56.3,54.9
2302053,54.27,9.24,almost rollish,MCG,54.7,55.4
2302143,53.53,9.1,almost rollish,MCG,53.7,54.2
2302233,53.36,9.03,almost rollish,MCG,53.1,54.2
2302323,53.61,9.15,almost rollish,MCG,53.4,54.2
2302413,54.37,9.35,almost rollish,MCG,54.4,54.2
2302503,55.74,9.54,almost rollish,MCG,56.0,55.4
2303043,54.78,9.33,almost pippish,MCG,55.2,55.9
2303133,54.06,9.2,almost pippish,MCG,54.1,54.7
2303223,54.03,9.24,almost pippish,MCG,53.9,54.7
2303313,54.63,9.38,almost pippish,MCG,54.6,54.7
2303403,55.86,9.54,almost pippish,MCG,56.2,55.9
2304033,55.54,9.58,almost pippish,MCG,55.9,56.4
2304123,54.99,9.58,almost pippish,MCG,55.2,55.2
2304213,55.29,9.65,almost pippish,MCG,55.4,55.2
2304303,56.36,9.73,almost pippish,MCG,56.7,56.4
2305023,56.66,9.97,almost pippish,MCG,57.0,56.9
2305113,56.45,10.04,almost pippish,MCG,56.7,55.7
2305203,57.26,10.04,almost pippish,MCG,57.5,56.9
2306013,58.23,10.38,pippish,low checkers,53.5,57.4
2306103,58.55,10.4,pippish,low checkers,54.5,57.4
2307003,60.27,10.66,pippish,low checkers,55.0,59.1
2310063,54.5,9.21,almost rollish,MCG,54.9,55.4
2310153,53.62,9.08,almost rollish,MCG,53.9,54.2
2310243,53.33,8.93,almost rollish,MCG,53.3,54.2
2310333,53.4,8.91,almost rollish,MCG,53.3,54.2
2310423,53.8,9.14,almost rollish,MCG,53.8,54.2
2310513,54.79,9.47,almost rollish,MCG,54.9,54.2
2310603,56.41,9.74,almost rollish,MCG,56.4,55.4
2311053,54.15,9.21,almost rollish,MCG,54.7,54.7
2311143,53.22,9.13,almost rollish,MCG,53.6,53.5
2311233,52.97,9.07,almost rollish,MCG,53.1,53.5
2311323,53.23,9.2,almost rollish,MCG,53.3,53.5
2311413,54.13,9.46,almost rollish,MCG,54.3,53.5
2311503,55.69,9.63,almost rollish,MCG,55.9,54.7
2312043,54.35,9.23,almost pippish,MCG,54.6,55.2
2312133,53.43,9.22,almost pippish,MCG,53.6,54
2312223,53.31,9.32,almost pippish,MCG,53.3,54
2312313,54.06,9.47,almost pippish,MCG,54.1,54
2312403,55.5,9.59,almost pippish,MCG,55.6,55.2
2313033,54.99,9.39,almost pippish,MCG,55.1,55.7
2313123,54.27,9.53,almost pippish,MCG,54.3,54.5
2313213,54.6,9.66,almost pippish,MCG,54.6,54.5
2313303,55.88,9.71,almost pippish,MCG,55.8,55.7
2314023,56.04,9.8,almost pippish,MCG,56.1,56.2
2314113,55.74,9.98,almost pippish,MCG,55.8,55
2314203,56.71,10.03,almost pippish,MCG,56.6,56.2
2315013,57.55,10.25,pippish,low checkers,54.5,56.7
2315103,57.9,10.31,pippish,low checkers,55.5,56.7
2316003,59.53,10.52,pippish,low checkers,56.0,58.4
2320053,54.91,9.18,almost rollish,MCG,55.4,56.4
2320143,54.06,9.05,almost rollish,MCG,54.3,55.2
2320233,53.82,8.99,almost rollish,MCG,53.8,55.2
2320323,54.1,9.14,almost rollish,MCG,54.0,55.2
2320413,55.01,9.47,almost rollish,MCG,55.1,55.2
2320503,56.54,9.75,almost rollish,MCG,56.6,56.4
2321043,54.68,9.26,almost pippish,MCG,55.1,55.7
2321133,53.78,9.28,almost pippish,MCG,54.0,54.5
2321223,53.68,9.42,almost pippish,MCG,53.8,54.5
2321313,54.5,9.62,almost pippish,MCG,54.5,54.5
2321403,55.98,9.73,almost pippish,MCG,56.1,55.7
2322033,54.98,9.42,almost pippish,MCG,55.0,56.2
2322123,54.25,9.65,almost pippish,MCG,54.3,55
2322213,54.67,9.84,almost pippish,MCG,54.5,55
2322303,56.04,9.86,almost pippish,MCG,55.8,56.2
2323023,55.88,9.77,almost pippish,MCG,55.8,56.7
2323113,55.66,10.05,almost pippish,MCG,55.5,55.5
2323203,56.72,10.12,almost pippish,MCG,56.3,56.7
2324013,57.33,10.23,pippish,low checkers,55.5,57.2
2324103,57.8,10.36,pippish,low checkers,56.5,57.2
2325003,59.27,10.5,pippish,low checkers,57.0,58.9
2330043,55.72,9.34,almost pippish,MCG,56.3,57.4
2330133,55.04,9.34,almost pippish,MCG,55.2,56.2
2330223,55.01,9.49,almost pippish,MCG,55.0,56.2
2330313,55.77,9.73,almost pippish,MCG,55.7,56.2
2330403,57.18,9.95,almost pippish,MCG,57.3,57.4
2331033,55.61,9.48,almost pippish,MCG,56.0,56.7
2331123,55.06,9.79,almost pippish,MCG,55.2,55.5
2331213,55.52,10.04,almost pippish,MCG,55.5,55.5
2331303,56.86,10.09,almost pippish,MCG,56.7,56.7
2332023,56.17,9.86,almost pippish,MCG,56.2,57.2
2332113,56.13,10.28,almost pippish,MCG,56.0,56
2332203,57.24,10.36,almost pippish,MCG,56.7,57.2
2333013,57.52,10.32,pippish,low checkers,56.5,57.7
2333103,58.21,10.56,pippish,low checkers,57.5,57.7
2334003,59.48,10.65,pippish,low checkers,58.0,59.4
2340033,56.92,9.73,almost pippish,MCG,57.4,58.4
2340123,56.55,9.98,almost pippish,MCG,56.7,57.2
2340213,56.98,10.21,almost pippish,MCG,56.9,57.2
2340303,58.19,10.31,almost pippish,MCG,58.2,58.4
2341023,57.08,10.08,almost pippish,MCG,57.4,57.7
2341113,57.15,10.52,almost pippish,MCG,57.2,56.5
2341203,58.22,10.6,almost pippish,MCG,57.9,57.7
2342013,58.15,10.57,pippish,low checkers,57.5,58.2
2342103,58.97,10.85,pippish,low checkers,58.5,58.2
2343003,60.11,10.91,pippish,low checkers,59.0,59.9
2350023,58.64,10.33,almost pippish,MCG,59.0,59.4
2350113,58.75,10.67,almost pippish,MCG,58.7,58.2
2350203,59.6,10.71,almost pippish,MCG,59.5,59.4
2351013,59.3,10.8,pippish,low checkers,58.5,58.7
2351103,60.03,11.03,pippish,low checkers,59.5,58.7
2352003,61.03,11.16,pippish,low checkers,60.0,60.4
2360013,60.95,10.94,pippish,low checkers,59.5,60.4
2360103,61.47,11.11,pippish,low checkers,60.5,60.4
2361003,62.2,11.29,pippish,low checkers,61.0,60.9
2370003,63.7,11.34,pippish,low checkers,62.0,62.6
2400063,56.51,9.74,almost rollish,MCG,56.8,57.6
2400153,55.92,9.69,almost rollish,MCG,55.7,56.4
2400243,55.68,9.62,almost rollish,MCG,55.2,56.4
2400333,55.75,9.58,almost rollish,MCG,55.4,56.4
2400423,56.07,9.66,almost rollish,MCG,55.7,56.4
2400513,56.85,9.84,almost rollish,MCG,56.7,56.4
2400603,58.22,10,almost rollish,MCG,58.3,57.6
2401053,56.05,9.72,almost rollish,MCG,56.5,56.9
2401143,55.44,9.67,almost rollish,MCG,55.4,55.7
2401233,55.29,9.61,almost rollish,MCG,55.2,55.7
2401323,55.5,9.66,almost rollish,MCG,55.4,55.7
2401413,56.16,9.78,almost rollish,MCG,56.2,55.7
2401503,57.42,9.92,almost rollish,MCG,57.7,56.9
2402043,56.2,9.74,almost pippish,MCG,56.4,57.4
2402133,55.58,9.68,almost pippish,MCG,55.7,56.2
2402223,55.55,9.7,almost pippish,MCG,55.4,56.2
2402313,56.05,9.75,almost pippish,MCG,56.2,56.2
2402403,57.16,9.85,almost pippish,MCG,57.4,57.4
2403033,56.82,9.89,almost pippish,MCG,57.2,57.9
2403123,56.32,9.9,almost pippish,MCG,56.4,56.7
2403213,56.54,9.91,almost pippish,MCG,56.7,56.7
2403303,57.47,9.92,almost pippish,MCG,57.9,57.9
2404023,57.8,10.24,almost pippish,MCG,57.9,58.4
2404113,57.59,10.28,almost pippish,MCG,57.7,57.2
2404203,58.24,10.2,almost pippish,MCG,58.4,58.4
2405013,59.27,10.62,pippish,low checkers,55.5,58.9
2405103,59.48,10.56,pippish,low checkers,56.5,58.9
2406003,61.2,10.86,pippish,low checkers,57.0,60.6
2410053,56.18,9.59,almost rollish,MCG,56.7,57.4
2410143,55.5,9.58,almost rollish,MCG,55.6,56.2
2410233,55.32,9.54,almost rollish,MCG,55.3,56.2
2410323,55.56,9.66,almost rollish,MCG,55.6,56.2
2410413,56.41,9.92,almost rollish,MCG,56.3,56.2
2410503,57.91,10.13,almost rollish,MCG,57.9,57.4
2411043,55.99,9.68,almost pippish,MCG,56.3,56.7
2411133,55.24,9.74,almost pippish,MCG,55.6,55.5
2411223,55.2,9.87,almost pippish,MCG,55.3,55.5
2411313,55.9,9.99,almost pippish,MCG,56.1,55.5
2411403,57.3,10.1,almost pippish,MCG,57.3,56.7
2412033,56.35,9.85,almost pippish,MCG,56.6,57.2
2412123,55.71,10.04,almost pippish,MCG,55.8,56
2412213,56.04,10.15,almost pippish,MCG,56.1,56
2412303,57.27,10.15,almost pippish,MCG,57.3,57.2
2413023,57.24,10.18,almost pippish,MCG,57.3,57.7
2413113,57,10.38,almost pippish,MCG,57.1,56.5
2413203,57.89,10.36,almost pippish,MCG,57.8,57.7
2414013,58.66,10.6,pippish,low checkers,56.5,58.2
2414103,59,10.63,pippish,low checkers,57.5,58.2
2415003,60.57,10.84,pippish,low checkers,58.0,59.9
2420043,56.59,9.57,almost pippish,MCG,57.1,58.4
2420133,55.99,9.66,almost pippish,MCG,56.3,57.2
2420223,56.01,9.83,almost pippish,MCG,56.1,57.2
2420313,56.78,10.07,almost pippish,MCG,56.8,57.2
2420403,58.21,10.28,almost pippish,MCG,58.1,58.4
2421033,56.61,9.81,almost pippish,MCG,57.1,57.7
2421123,56.06,10.13,almost pippish,MCG,56.3,56.5
2421213,56.53,10.36,almost pippish,MCG,56.6,56.5
2421303,57.87,10.39,almost pippish,MCG,57.8,57.7
2422023,57.27,10.25,almost pippish,MCG,57.3,58.2
2422113,57.14,10.59,almost pippish,MCG,57.1,57
2422203,58.19,10.62,almost pippish,MCG,57.8,58.2
2423013,58.62,10.67,pippish,low checkers,57.5,58.7
2423103,59.15,10.81,pippish,low checkers,58.5,58.7
2424003,60.5,10.94,pippish,low checkers,59.0,60.4
2430033,57.56,9.85,almost pippish,MCG,58.3,59.4
2430123,57.26,10.15,almost pippish,MCG,57.5,58.2
2430213,57.77,10.45,almost pippish,MCG,57.8,58.2
2430303,59.05,10.59,almost pippish,MCG,59.0,59.4
2431023,57.87,10.31,almost pippish,MCG,58.3,58.7
2431113,57.96,10.75,almost pippish,MCG,58.0,57.5
2431203,59.05,10.85,almost pippish,MCG,58.8,58.7
2432013,59.02,10.85,pippish,low checkers,58.5,59.2
2432103,59.79,11.07,pippish,low checkers,59.5,59.2
2433003,60.94,11.15,pippish,low checkers,60.0,60.9
2440023,59.12,10.45,almost pippish,MCG,59.4,60.4
2440113,59.32,10.85,almost pippish,MCG,59.2,59.2
2440203,60.31,10.98,almost pippish,MCG,59.9,60.4
2441013,59.94,11.03,pippish,low checkers,59.5,59.7
2441103,60.74,11.27,pippish,low checkers,60.5,59.7
2442003,61.74,11.4,pippish,low checkers,61.0,61.4
2450013,61.37,11.13,pippish,low checkers,60.5,61.4
2450103,62.03,11.34,pippish,low checkers,61.5,61.4
2451003,62.8,11.55,pippish,low checkers,62.0,61.9
2460003,64.16,11.58,pippish,low checkers,63.0,63.6
2500053,58.43,10.12,almost rollish,MCG,58.5,59.6
2500143,57.95,10.11,almost rollish,MCG,57.7,58.4
2500233,57.8,10.07,almost rollish,MCG,57.5,58.4
2500323,57.97,10.08,almost rollish,MCG,57.7,58.4
2500413,58.56,10.19,almost rollish,MCG,58.5,58.4
2500503,59.75,10.31,almost rollish,MCG,59.7,59.6
2501043,58.11,10.16,almost pippish,MCG,58.5,58.9
2501133,57.63,10.16,almost pippish,MCG,57.7,57.7
2501223,57.6,10.18,almost pippish,MCG,57.5,57.7
2501313,58.03,10.21,almost pippish,MCG,58.2,57.7
2501403,59.07,10.29,almost pippish,MCG,59.5,58.9
2502033,58.37,10.28,almost pippish,MCG,58.7,59.4
2502123,57.95,10.33,almost pippish,MCG,58.0,58.2
2502213,58.14,10.32,almost pippish,MCG,58.2,58.2
2502303,58.97,10.3,almost pippish,MCG,59.5,59.4
2503023,59.19,10.55,almost pippish,MCG,59.5,59.9
2503113,59,10.59,almost pippish,MCG,59.2,58.7
2503203,59.54,10.5,almost pippish,MCG,60.0,59.9
2504013,60.52,10.89,pippish,low checkers,57.5,60.4
2504103,60.67,10.82,pippish,low checkers,58.5,60.4
2505003,62.34,11.12,pippish,low checkers,59.0,62.1
2510043,58.15,10.02,almost pippish,MCG,58.7,59.4
2510133,57.68,10.13,almost pippish,MCG,57.9,58.2
2510223,57.71,10.27,almost pippish,MCG,57.7,58.2
2510313,58.36,10.42,almost pippish,MCG,58.4,58.2
2510403,59.71,10.54,almost pippish,MCG,59.7,59.4
2511033,58.16,10.24,almost pippish,MCG,58.7,58.7
2511123,57.72,10.5,almost pippish,MCG,57.9,57.5
2511213,58.09,10.63,almost pippish,MCG,58.2,57.5
2511303,59.26,10.62,almost pippish,MCG,59.4,58.7
2512023,58.82,10.6,almost pippish,MCG,58.9,59.2
2512113,58.64,10.84,almost pippish,MCG,58.7,58
2512203,59.49,10.81,almost pippish,MCG,59.4,59.2
2513013,60.12,10.99,pippish,low checkers,58.5,59.7
2513103,60.44,11.02,pippish,low checkers,59.5,59.7
2514003,61.93,11.21,pippish,low checkers,60.0,61.4
2520033,58.65,10.14,almost pippish,MCG,59.4,60.4
2520123,58.42,10.47,almost pippish,MCG,58.6,59.2
2520213,58.97,10.74,almost pippish,MCG,58.9,59.2
2520303,60.25,10.85,almost pippish,MCG,60.1,60.4
2521023,59.05,10.61,almost pippish,MCG,59.4,59.7
2521113,59.1,11.02,almost pippish,MCG,59.1,58.5
2521203,60.16,11.08,almost pippish,MCG,59.9,59.7
2522013,60.25,11.12,pippish,low checkers,59.5,60.2
2522103,60.83,11.28,pippish,low checkers,60.5,60.2
2523003,62.1,11.37,pippish,low checkers,61.0,61.9
2530023,59.94,10.62,almost pippish,MCG,60.6,61.4
2530113,60.26,11.05,almost pippish,MCG,60.3,60.2
2530203,61.35,11.22,almost pippish,MCG,61.1,61.4
2531013,60.9,11.24,pippish,low checkers,60.5,60.7
2531103,61.7,11.47,pippish,low checkers,61.5,60.7
2532003,62.73,11.59,pippish,low checkers,62.0,62.4
2540013,62.07,11.31,pippish,low checkers,61.5,62.4
2540103,62.89,11.56,pippish,low checkers,62.5,62.4
2541003,63.66,11.76,pippish,low checkers,63.0,62.9
2550003,64.87,11.81,pippish,low checkers,64.0,64.6
2600043,60.52,10.5,almost pippish,MCG,60.8,61.6
2600133,60.18,10.56,almost pippish,MCG,60.0,60.4
2600223,60.16,10.57,almost pippish,MCG,59.8,60.4
2600313,60.55,10.63,almost pippish,MCG,60.5,60.4
2600403,61.55,10.69,almost pippish,MCG,61.8,61.6
2601033,60.38,10.65,almost pippish,MCG,60.8,60.9
2601123,60.08,10.73,almost pippish,MCG,60.0,59.7
2601213,60.26,10.78,almost pippish,MCG,60.3,59.7
2601303,61.05,10.76,almost pippish,MCG,61.5,60.9
2602023,60.89,10.9,almost pippish,MCG,61.0,61.4
2602113,60.73,10.98,almost pippish,MCG,60.8,60.2
2602203,61.21,10.91,almost pippish,MCG,61.5,61.4
2603013,62.04,11.2,pippish,low checkers,59.5,61.9
2603103,62.15,11.16,pippish,low checkers,60.5,61.9
2604003,63.71,11.41,pippish,low checkers,61.0,63.6
2610033,60.39,10.56,almost pippish,MCG,60.9,61.4
2610123,60.23,10.8,almost pippish,MCG,60.2,60.2
2610213,60.65,10.97,almost pippish,MCG,60.4,60.2
2610303,61.77,11.02,almost pippish,MCG,61.7,61.4
2611023,60.74,10.93,almost pippish,MCG,60.9,60.7
2611113,60.75,11.22,almost pippish,MCG,60.7,59.5
2611203,61.6,11.22,almost pippish,MCG,61.4,60.7
2612013,61.84,11.33,pippish,low checkers,60.5,61.2
2612103,62.2,11.43,pippish,low checkers,61.5,61.2
2613003,63.56,11.57,pippish,low checkers,62.0,62.9
2620023,61.21,10.9,almost pippish,MCG,61.7,62.4
2620113,61.55,11.26,almost pippish,MCG,61.4,61.2
2620203,62.63,11.4,almost pippish,MCG,62.2,62.4
2621013,62.18,11.44,pippish,low checkers,61.5,61.7
2621103,62.87,11.63,pippish,low checkers,62.5,61.7
2622003,63.92,11.75,pippish,low checkers,63.0,63.4
2630013,63.08,11.49,pippish,low checkers,62.5,63.4
2630103,63.99,11.73,pippish,low checkers,63.5,63.4
2631003,64.71,11.92,pippish,low checkers,64.0,63.9
2640003,65.8,12,pippish,low checkers,65.0,65.6
2700033,62.85,10.93,almost pippish,MCG,63.1,63.6
2700123,62.68,11.03,almost pippish,MCG,62.3,62.4
2700213,62.88,11.12,almost pippish,MCG,62.6,62.4
2700303,63.63,11.14,almost pippish,MCG,63.8,63.6
2701023,62.99,11.21,almost pippish,MCG,63.1,62.9
2701113,62.92,11.3,almost pippish,MCG,62.8,61.7
2701203,63.4,11.32,almost pippish,MCG,63.6,62.9
2702013,63.85,11.52,pippish,low checkers,61.5,63.4
2702103,63.96,11.52,pippish,low checkers,62.5,63.4
2703003,65.34,11.72,pippish,low checkers,63.0,65.1
2710023,63.03,11.21,almost pippish,MCG,63.3,63.4
2710113,63.28,11.43,almost pippish,MCG,63.0,62.2
2710203,64.15,11.53,almost pippish,MCG,63.8,63.4
2711013,63.84,11.62,pippish,low checkers,62.5,62.7
2711103,64.33,11.75,pippish,low checkers,63.5,62.7
2712003,65.39,11.9,pippish,low checkers,64.0,64.4
2720013,64.41,11.67,pippish,low checkers,63.5,64.4
2720103,65.29,11.85,pippish,low checkers,64.5,64.4
2721003,65.94,12.03,pippish,low checkers,65.0,64.9
2730003,66.91,12.13,pippish,low checkers,66.0,66.6
2800023,65.45,11.4,almost pippish,MCG,65.4,65.6
2800113,65.5,11.52,almost pippish,MCG,65.1,64.4
2800203,66.04,11.62,almost pippish,MCG,65.9,65.6
2801013,65.95,11.74,pippish,low checkers,63.5,64.9
2801103,66.16,11.82,pippish,low checkers,64.5,64.9
2802003,67.19,11.99,pippish,low checkers,65.0,66.6
2810013,66.15,11.83,pippish,low checkers,64.5,65.4
2810103,66.82,11.95,pippish,low checkers,65.5,65.4
2811003,67.43,12.14,pippish,low checkers,66.0,65.9
2820003,68.18,12.24,pippish,low checkers,67.0,67.6
2900013,68.34,11.91,pippish,low checkers,65.5,67.6
2900103,68.71,12.02,pippish,low checkers,66.5,67.6
2901003,69.26,12.22,pippish,low checkers,67.0,68.1
2910003,69.72,12.32,pippish,low checkers,68.0,68.6
2A00003,71.59,12.38,pippish,low checkers,69.0,70.8
3000093,53.53,9.04,almost rollish,MCG,53.9,53.8
3000183,52.98,8.91,almost rollish,MCG,52.9,52.6
3000273,52.8,8.84,almost rollish,MCG,52.4,52.6
3000363,52.7,8.85,almost rollish,MCG,52.3,52.6
3000453,52.7,8.88,almost rollish,MCG,52.3,52.6
3000543,52.87,8.88,almost rollish,MCG,52.5,52.6
3000633,53.22,8.92,almost rollish,MCG,53.1,52.6
3000723,53.83,9.14,almost rollish,MCG,53.6,52.6
3000813,54.9,9.44,almost rollish,MCG,54.7,52.6
3000903,56.5,9.66,almost rollish,MCG,56.2,53.8
